"
Takasbank TEFAS | Fon Karşılaştırma
",,,,,,,,,
Fon Kodu,Fon Adı,Şemsiye Fon Türü,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşı (%),1 Yıl (%),3 Yıl (%),5 Yıl (%)
IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,8.7063,42.2694,72.4627,72.4627,208.4479,951.9579,
IIE,İSTANBUL PORTFÖY ONDÖRDÜNCÜ SERBEST FON,Serbest Şemsiye Fonu,7.3094,16.1618,33.5271,33.5271,197.0277,,
IIH,İSTANBUL PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7.0549,36.1838,72.896,72.896,194.8706,1495.4895,
TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,0.3956,38.7677,78.5,78.5,191.7204,1195.2989,1065.6323
YZH,TEB PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),Hisse Senedi Şemsiye Fonu,0.4851,38.6851,77.2902,77.2902,189.1182,1174.3705,
IHK,İŞ PORTFÖY İŞ'TE KADIN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7.2243,42.8193,76.9157,76.9157,188.2815,1372.7735,
ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,0.1786,38.0467,76.0937,76.0937,187.3867,1199.1167,1062.1791
YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,0.0439,38.5523,77.0818,77.0818,182.9251,,
BST,A1 PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,4.1294,14.0924,47.9868,47.9868,176.6819,,
TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7.3881,42.1083,74.4976,74.4976,176.0952,1360.5832,1852.0594
DDA,DENİZ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,0.8912,38.5047,74.4479,74.4479,166.3878,1029.9279,
TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,1.6471,36.0558,50.1004,50.1004,158.7688,1084.4474,1705.3228
KYA,KARE PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,4.881,33.6322,76.3445,76.3445,158.4441,1214.208,1957.3711
PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,2.433,32.4853,72.7026,72.7026,158.3744,,
TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5.667,35.0368,68.3622,68.3622,157.0886,1174.9656,1915.6504
RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5.644,27.4313,52.0032,52.0032,156.9592,,
AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6.3755,31.4196,63.6661,63.6661,156.0277,1156.4451,2125.9581
ICZ,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,0.6473,-3.1515,47.6367,47.6367,153.6171,410.8231,
YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,3.1121,-1.7683,45.6768,45.6768,152.3528,410.019,
TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,4.3372,-5.2108,42.6524,42.6524,151.9886,554.0284,1933.6312
HKR,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,1.8991,33.2584,62.892,62.892,151.9041,,
